,previous_room,current_room,"(1, 1)","(1, 0)","(0, 1)","(0, 0)"
29,c3,r5,0.1755577109602328,0.8244422890397672,0.1095690284879474,0.8904309715120526
30,r20,r5,0.0889487870619946,0.9110512129380054,0.14687037949728932,0.8531296205027107
31,r15,r5,0.15469613259668508,0.8453038674033149,0.11239495798319328,0.8876050420168067
32,o1,r5,0.12522686025408347,0.8747731397459165,0.14869029275808937,0.8513097072419107
33,r16,r5,0.15785054575986565,0.8421494542401343,0.11827956989247312,0.8817204301075269
34,r8,r5,0.16129032258064516,0.8387096774193549,0.13630289532293988,0.8636971046770602
35,r5,r5,0.6163141993957704,0.38368580060422963,0.06138231029482842,0.9386176897051716
36,r9,r6,0.16011644832605532,0.8398835516739447,0.15469935785172212,0.8453006421482778
37,r11,r6,0.13068592057761733,0.8693140794223827,0.19113300492610838,0.8088669950738916
38,r17,r6,0.26874115983026875,0.7312588401697313,0.10927347903130538,0.8907265209686946
39,r5,r6,0.1268882175226586,0.8731117824773413,0.1609473175447076,0.8390526824552924
40,r10,r6,0.17873417721518986,0.8212658227848101,0.05176470588235294,0.9482352941176471
41,r18,r6,0.10028653295128939,0.8997134670487106,0.19955654101995565,0.8004434589800443
42,r19,r6,0.18181818181818182,0.8181818181818182,0.125,0.875
43,r21,r6,0.14054054054054055,0.8594594594594595,0.15911330049261083,0.8408866995073891
44,c3,r6,0.17070805043646944,0.8292919495635306,0.14536157779401024,0.8546384222059897
45,r20,r6,0.24528301886792453,0.7547169811320755,0.13997042878265156,0.8600295712173485
46,r15,r6,0.20441988950276244,0.7955801104972375,0.08298319327731092,0.917016806722689
47,o1,r6,0.21234119782214156,0.7876588021778584,0.1086286594761171,0.8913713405238829
48,r16,r6,0.08816120906801007,0.9118387909319899,0.22332506203473945,0.7766749379652605
49,r6,r6,0.9626666666666667,0.037333333333333336,0.006913580246913581,0.9930864197530864
50,r1,r7,0.8368846436443791,0.16311535635562086,0.6881616939364774,0.31183830606352264
51,r3,r7,0.7255083179297597,0.2744916820702403,0.8110773899848255,0.18892261001517452
52,r25,r7,0.8249708284714119,0.1750291715285881,0.7433570965651328,0.2566429034348671
53,c1,r7,0.8252427184466019,0.17475728155339806,0.6302003081664098,0.3697996918335901
54,c2,r7,0.7726252804786836,0.22737471952131638,0.7723424270931326,0.22765757290686736
55,r7,r7,0.9714131607335491,0.028586839266450916,0.09706959706959707,0.9029304029304029
56,r9,r8,0.12809315866084425,0.8719068413391557,0.03911266783420899,0.960887332165791
57,r4,r8,0.1111111111111111,0.8888888888888888,0.04569420035149385,0.9543057996485061
58,r2,r8,0.06769230769230769,0.9323076923076923,0.06409638554216868,0.9359036144578313
59,r5,r8,0.08459214501510574,0.9154078549848943,0.06138231029482842,0.9386176897051716
60,r13,r8,0.08571428571428572,0.9142857142857143,0.05648414985590778,0.9435158501440922
61,r8,r8,0.27741935483870966,0.7225806451612903,0.049888641425389756,0.9501113585746103
62,r4,r9,0.31457431457431456,0.6854256854256854,0.2747510251903925,0.7252489748096075
63,r13,r9,0.3774436090225564,0.6225563909774436,0.2512968299711816,0.7487031700288185
64,r5,r9,0.39274924471299094,0.6072507552870091,0.2692121797970034,0.7307878202029966
65,r6,r9,0.2906666666666667,0.7093333333333334,0.2854320987654321,0.7145679012345679
66,c3,r9,0.24539282250242483,0.7546071774975752,0.3170197224251278,0.6829802775748721
67,r24,r9,0.25210084033613445,0.7478991596638656,0.28803156510302497,0.711968434896975
68,r8,r9,0.535483870967742,0.4645161290322581,0.2690423162583519,0.7309576837416482
69,r9,r9,0.8457059679767104,0.15429403202328967,0.06187974314068885,0.9381202568593111
70,r17,r10,0.8175388967468176,0.18246110325318246,0.8251624335499114,0.1748375664500886
71,r11,r10,0.9075812274368231,0.09241877256317689,0.7073891625615764,0.29261083743842364
72,r5,r10,0.9123867069486404,0.08761329305135952,0.8086031899468342,0.19139681005316578
73,r18,r10,0.8213944603629417,0.17860553963705827,0.8240946045824095,0.17590539541759054
74,r19,r10,0.9068181818181819,0.09318181818181819,0.7203703703703703,0.2796296296296296
75,r21,r10,0.9405405405405406,0.05945945945945946,0.8014778325123153,0.19852216748768473
76,r6,r10,0.9466666666666667,0.05333333333333334,0.8,0.2
77,c3,r10,0.8079534432589719,0.19204655674102813,0.8341855368882396,0.1658144631117604
78,r20,r10,0.7169811320754716,0.2830188679245283,0.84228684080828,0.15771315919172005
79,r15,r10,0.9516574585635359,0.04834254143646409,0.6271008403361344,0.37289915966386555
80,o1,r10,0.8793103448275862,0.1206896551724138,0.7750385208012327,0.22496147919876733
81,r16,r10,0.9076406381192276,0.09235936188077246,0.739454094292804,0.26054590570719605
82,r10,r10,0.9934177215189873,0.006582278481012658,0.03058823529411765,0.9694117647058823
83,r17,r11,0.5544554455445545,0.44554455445544555,0.5865327820437094,0.4134672179562906
84,r5,r11,0.7280966767371602,0.2719033232628399,0.5529241179313679,0.4470758820686322
85,r10,r11,0.6374683544303797,0.36253164556962025,0.2964705882352941,0.7035294117647058
86,r18,r11,0.6380133715377269,0.36198662846227314,0.5299334811529933,0.4700665188470067
87,r19,r11,0.5704545454545454,0.42954545454545456,0.5851851851851851,0.4148148148148148
88,r21,r11,0.7216216216216216,0.27837837837837837,0.5507389162561577,0.4492610837438424
89,r6,r11,0.488,0.512,0.5935802469135802,0.40641975308641975
90,c3,r11,0.585838991270611,0.41416100872938894,0.5704894083272462,0.42951059167275385
91,r20,r11,0.38544474393531,0.6145552560646901,0.6121241991128635,0.3878758008871365
92,r15,r11,0.6256906077348067,0.3743093922651934,0.5031512605042017,0.49684873949579833
93,o1,r11,0.5916515426497277,0.40834845735027225,0.5647149460708782,0.4352850539291217
94,r16,r11,0.6305625524769102,0.3694374475230898,0.5244003308519437,0.47559966914805624
95,r11,r11,0.9913357400722022,0.008664259927797834,0.011822660098522168,0.9881773399014778
96,r22,r12,0.06907894736842106,0.930921052631579,0.07490458015267176,0.9250954198473282
97,r25,r12,0.09568261376896149,0.9043173862310385,0.06221646143875567,0.9377835385612443
98,outside,r12,0.14285714285714285,0.8571428571428571,0.07058307759754494,0.9294169224024551
99,r12,r12,0.9385474860335196,0.061452513966480445,0.004502476361999099,0.9954975236380009
100,r9,r13,0.37117903930131,0.62882096069869,0.23934617629889082,0.7606538237011091
101,r5,r13,0.2628398791540785,0.7371601208459214,0.27936201063315613,0.7206379893668439
102,r14,r13,0.16439688715953307,0.835603112840467,0.36151603498542273,0.6384839650145773
103,r24,r13,0.4117647058823529,0.5882352941176471,0.27005699254712845,0.7299430074528716
104,r23,r13,0.6559633027522935,0.3440366972477064,0.2392300641613199,0.7607699358386801
105,r8,r13,0.4,0.6,0.26859688195991094,0.7314031180400891
106,r13,r13,0.9067669172932331,0.09323308270676692,0.035734870317002884,0.9642651296829972
107,r24,r14,0.5378151260504201,0.46218487394957986,0.42262165716790884,0.5773783428320912
108,r23,r14,0.24311926605504589,0.7568807339449541,0.44683776351970667,0.5531622364802933
109,r13,r14,0.24962406015037594,0.750375939849624,0.4968299711815562,0.5031700288184437
110,r14,r14,0.9815175097276264,0.01848249027237354,0.013848396501457727,0.9861516034985423
111,r17,r15,0.4823196605374823,0.5176803394625177,0.6538688718251624,0.34613112817483754
112,r11,r15,0.6490974729241877,0.35090252707581226,0.5408866995073892,0.45911330049261084
113,r5,r15,0.6676737160120846,0.3323262839879154,0.5930401159980667,0.4069598840019333
114,r10,r15,0.6967088607594937,0.3032911392405063,0.16941176470588235,0.8305882352941176
115,r18,r15,0.6017191977077364,0.3982808022922636,0.6045824094604583,0.3954175905395418
116,r19,r15,0.5772727272727273,0.42272727272727273,0.6351851851851852,0.3648148148148148
117,r21,r15,0.8027027027027027,0.1972972972972973,0.5669950738916256,0.4330049261083744
118,r6,r15,0.792,0.208,0.568395061728395,0.43160493827160495
119,c3,r15,0.6023278370514064,0.3976721629485936,0.6040905770635501,0.39590942293645
120,r20,r15,0.7762803234501348,0.22371967654986524,0.5717102020699852,0.42828979793001476
121,o1,r15,0.6724137931034483,0.3275862068965517,0.5446841294298922,0.45531587057010786
122,r16,r15,0.5306465155331654,0.4693534844668346,0.674937965260546,0.3250620347394541
123,r15,r15,0.9937845303867403,0.006215469613259668,0.009453781512605041,0.990546218487395
124,r17,r16,0.5884016973125884,0.4115983026874116,0.45776727702303605,0.542232722976964
125,r11,r16,0.5429602888086643,0.45703971119133574,0.432512315270936,0.5674876847290641
126,r5,r16,0.5800604229607251,0.4199395770392749,0.4828419526341228,0.5171580473658772
127,r10,r16,0.5473417721518987,0.4526582278481013,0.25882352941176473,0.7411764705882353
128,r18,r16,0.4594078319006686,0.5405921680993314,0.524759793052476,0.475240206947524
129,r19,r16,0.6515151515151515,0.3484848484848485,0.30648148148148147,0.6935185185185185
130,r21,r16,0.44594594594594594,0.5540540540540541,0.5054187192118227,0.4945812807881773
131,r6,r16,0.2853333333333333,0.7146666666666667,0.5353086419753087,0.46469135802469136
132,c3,r16,0.49078564500484967,0.5092143549951503,0.5003652300949598,0.4996347699050402
133,r20,r16,0.15633423180592992,0.8436657681940701,0.5584031542631839,0.4415968457368162
134,r15,r16,0.43784530386740333,0.5621546961325967,0.5850840336134454,0.41491596638655465
135,o1,r16,0.5208711433756806,0.4791288566243194,0.47534668721109397,0.524653312788906
136,r16,r16,0.9874055415617129,0.012594458438287154,0.01240694789081886,0.9875930521091811
137,r11,r17,0.2808664259927798,0.7191335740072202,0.3133004926108374,0.6866995073891625
138,r5,r17,0.256797583081571,0.743202416918429,0.30062832286128566,0.6993716771387144
139,r10,r17,0.29265822784810125,0.7073417721518988,0.3035294117647059,0.6964705882352941
140,r18,r17,0.276981852913085,0.723018147086915,0.3082039911308204,0.6917960088691796
141,r19,r17,0.32727272727272727,0.6727272727272727,0.25462962962962965,0.7453703703703703
142,r21,r17,0.04054054054054054,0.9594594594594594,0.34088669950738915,0.6591133004926109
143,r6,r17,0.5013333333333333,0.49866666666666665,0.2562962962962963,0.7437037037037038
144,c3,r17,0.29000969932104753,0.7099903006789525,0.29802775748721694,0.701972242512783
145,r20,r17,0.4474393530997305,0.5525606469002695,0.2666338097585017,0.7333661902414983
146,r15,r17,0.2361878453038674,0.7638121546961326,0.38340336134453784,0.6165966386554622
147,o1,r17,0.2912885662431942,0.7087114337568058,0.29738058551617874,0.7026194144838213
148,r16,r17,0.3492863140218304,0.6507136859781696,0.24069478908188585,0.7593052109181141
149,r17,r17,0.9745403111739745,0.02545968882602546,0.010632014176018901,0.9893679858239811
150,r17,r18,0.4045261669024045,0.5954738330975955,0.4494979326639102,0.5505020673360898
151,r11,r18,0.48014440433212996,0.51985559566787,0.37635467980295567,0.6236453201970443
152,r5,r18,0.4229607250755287,0.5770392749244713,0.4383760270662156,0.5616239729337844
153,r10,r18,0.4359493670886076,0.5640506329113925,0.4376470588235294,0.5623529411764706
154,r19,r18,0.5053030303030303,0.4946969696969697,0.35185185185185186,0.6481481481481481
155,r21,r18,0.4918918918918919,0.5081081081081081,0.42610837438423643,0.5738916256157636
156,r6,r18,0.2773333333333333,0.7226666666666667,0.465679012345679,0.534320987654321
157,c3,r18,0.483996120271581,0.516003879728419,0.40029218407596784,0.5997078159240321
158,r20,r18,0.4582210242587601,0.5417789757412399,0.4322326269098078,0.5677673730901922
159,r15,r18,0.43646408839779005,0.56353591160221,0.43592436974789917,0.5640756302521008
160,o1,r18,0.3157894736842105,0.6842105263157895,0.5385208012326657,0.46147919876733434
161,r16,r18,0.4005037783375315,0.5994962216624685,0.47146401985111663,0.5285359801488834
162,r18,r18,0.9847182425978988,0.015281757402101241,0.011825572801182557,0.9881744271988174
163,r17,r19,0.6138613861386139,0.38613861386138615,0.5233313644418193,0.47666863555818073
164,r11,r19,0.5444043321299639,0.4555956678700361,0.5576354679802956,0.44236453201970444
165,r5,r19,0.6344410876132931,0.36555891238670696,0.5364910584823587,0.4635089415176414
166,r10,r19,0.6070886075949367,0.3929113924050633,0.2847058823529412,0.7152941176470589
167,r18,r19,0.6332378223495702,0.3667621776504298,0.48558758314855877,0.5144124168514412
168,r21,r19,0.5621621621621622,0.43783783783783786,0.547783251231527,0.4522167487684729
169,r6,r19,0.632,0.368,0.5348148148148149,0.4651851851851852
170,c3,r19,0.5615906886517944,0.4384093113482056,0.5412710007304602,0.4587289992695398
171,r20,r19,0.2749326145552561,0.7250673854447439,0.6002957121734844,0.3997042878265155
172,r15,r19,0.5290055248618785,0.47099447513812154,0.5819327731092437,0.4180672268907563
173,o1,r19,0.5254083484573503,0.4745916515426497,0.5708782742681048,0.4291217257318952
174,r16,r19,0.7229219143576826,0.2770780856423174,0.37965260545905705,0.6203473945409429
175,r19,r19,0.9848484848484849,0.015151515151515152,0.018518518518518517,0.9814814814814815
176,r17,r20,0.2347949080622348,0.7652050919377652,0.12108682811577082,0.8789131718842291
177,r11,r20,0.10252707581227437,0.8974729241877256,0.22561576354679802,0.774384236453202
178,r5,r20,0.09365558912386707,0.9063444108761329,0.16433059449009182,0.8356694055099082
179,r10,r20,0.1362025316455696,0.8637974683544304,0.24,0.76
180,r18,r20,0.1623686723973257,0.8376313276026743,0.14855875831485588,0.8514412416851441
181,r19,r20,0.07878787878787878,0.9212121212121213,0.24722222222222223,0.7527777777777778
182,r21,r20,0.13513513513513514,0.8648648648648649,0.158128078817734,0.8418719211822661
183,r6,r20,0.25066666666666665,0.7493333333333333,0.13679012345679012,0.8632098765432099
184,c3,r20,0.17943743937924345,0.8205625606207565,0.1358655953250548,0.8641344046749452
185,r15,r20,0.20027624309392264,0.7997237569060773,0.08508403361344538,0.9149159663865546
186,o1,r20,0.1442831215970962,0.8557168784029038,0.1633281972265023,0.8366718027734977
187,r16,r20,0.04869857262804366,0.9513014273719563,0.2588916459884202,0.7411083540115798
188,r20,r20,0.9784366576819407,0.0215633423180593,0.003942828979793002,0.996057171020207
189,r17,r21,0.028288543140028287,0.9717114568599717,0.2067336089781453,0.7932663910218547
190,r11,r21,0.1927797833935018,0.8072202166064982,0.10147783251231528,0.8985221674876848
191,r5,r21,0.1691842900302115,0.8308157099697885,0.15176413726437893,0.8482358627356211
192,r10,r21,0.17620253164556962,0.8237974683544304,0.05176470588235294,0.9482352941176471
193,r18,r21,0.16809933142311365,0.8319006685768864,0.1433850702143385,0.8566149297856614
194,r19,r21,0.15606060606060607,0.843939393939394,0.15185185185185185,0.8481481481481481
195,r6,r21,0.14933333333333335,0.8506666666666667,0.15506172839506172,0.8449382716049383
196,c3,r21,0.14064015518913675,0.8593598448108632,0.1643535427319211,0.8356464572680788
197,r20,r21,0.1347708894878706,0.8652291105121294,0.15771315919172005,0.84228684080828
198,r15,r21,0.2058011049723757,0.7941988950276243,0.07563025210084033,0.9243697478991597
199,o1,r21,0.14337568058076225,0.8566243194192378,0.1633281972265023,0.8366718027734977
200,r16,r21,0.14357682619647355,0.8564231738035264,0.16459884201819686,0.8354011579818031
201,r21,r21,0.9621621621621622,0.03783783783783784,0.006896551724137931,0.993103448275862
202,r25,r22,0.10268378063010501,0.897316219369895,0.13933895009721323,0.8606610499027868
203,r12,r22,0.10614525139664804,0.8938547486033519,0.12787032868077441,0.8721296713192256
204,outside,r22,0.09243697478991597,0.907563025210084,0.12801402893467778,0.8719859710653223
205,r26,r22,0.05396825396825397,0.946031746031746,0.13717026378896882,0.8628297362110312
206,c1,r22,0.11936036550542548,0.8806396344945745,0.1448382126348228,0.8551617873651772
207,r22,r22,0.9243421052631579,0.0756578947368421,0.01049618320610687,0.9895038167938931
208,r24,r23,0.21008403361344538,0.7899159663865546,0.08461201227531784,0.9153879877246821
209,r14,r23,0.05544747081712062,0.9445525291828794,0.11734693877551021,0.8826530612244898
210,r13,r23,0.20902255639097744,0.7909774436090226,0.04553314121037464,0.9544668587896253
211,r23,r23,0.9678899082568807,0.03211009174311927,0.0032080659945004585,0.9967919340054996
212,r9,r24,0.046579330422125184,0.9534206695778749,0.050788091068301226,0.9492119089316988
213,r13,r24,0.07969924812030076,0.9203007518796993,0.03804034582132565,0.9619596541786744
214,r14,r24,0.06614785992217899,0.933852140077821,0.03717201166180758,0.9628279883381924
215,r23,r24,0.11467889908256881,0.8853211009174312,0.04307974335472044,0.9569202566452796
216,r24,r24,0.46218487394957986,0.5378151260504201,0.028057869355545814,0.9719421306444542
217,r12,r25,0.44692737430167595,0.553072625698324,0.34984241332733,0.65015758667267
218,r26,r25,0.3492063492063492,0.6507936507936508,0.35827338129496406,0.641726618705036
219,c1,r25,0.36550542547115933,0.6344945745288406,0.33436055469953774,0.6656394453004623
220,r22,r25,0.2993421052631579,0.7006578947368421,0.3654580152671756,0.6345419847328244
221,r7,r25,0.38295577130528585,0.6170442286947141,0.2692307692307692,0.7307692307692307
222,c2,r25,0.3889304412864622,0.6110695587135377,0.31702728127939794,0.6829727187206021
223,r27,r25,0.3230769230769231,0.676923076923077,0.37151335311572703,0.628486646884273
224,r25,r25,0.8693115519253208,0.1306884480746791,0.07258587167854828,0.9274141283214518
225,r25,r26,0.13302217036172695,0.8669778296382731,0.13026571613739468,0.8697342838626053
226,r32,r26,0.14358974358974358,0.8564102564102564,0.12885572139303483,0.8711442786069652
227,r22,r26,0.046052631578947366,0.9539473684210527,0.14360687022900764,0.8563931297709924
228,c1,r26,0.14620217018846374,0.8537978298115363,0.09090909090909091,0.9090909090909091
229,r27,r26,0.193006993006993,0.806993006993007,0.10504451038575667,0.8949554896142433
230,r26,r26,0.6603174603174603,0.3396825396825397,0.0513189448441247,0.9486810551558753
231,r25,r27,0.26837806301050177,0.7316219369894983,0.31432274789371356,0.6856772521062865
232,r33,r27,0.2755102040816326,0.7244897959183674,0.3161875945537065,0.6838124054462935
233,r32,r27,0.4948717948717949,0.5051282051282051,0.25970149253731345,0.7402985074626866
234,r31,r27,0.17607413647851727,0.8239258635214828,0.4171475680131904,0.5828524319868096
235,r26,r27,0.4253968253968254,0.5746031746031746,0.27865707434052756,0.7213429256594724
236,r27,r27,0.8965034965034965,0.1034965034965035,0.04391691394658754,0.9560830860534124
237,c4,r28,0.02139991083370486,0.9786000891662952,0.0,1.0
238,r29,r28,0.0,1.0,0.02063628546861565,0.9793637145313844
239,r35,r28,0.013921113689095127,0.9860788863109049,0.02133062468257999,0.97866937531742
240,c2,r28,0.011967090501121914,0.9880329094988781,0.030103480714957668,0.9698965192850423
241,o1,r28,0.030852994555353903,0.969147005444646,0.01078582434514638,0.9892141756548536
242,r28,r28,0.9375,0.0625,0.0012755102040816326,0.9987244897959183
243,c4,r29,0.03209986625055729,0.9679001337494427,0.012738853503184714,0.9872611464968153
244,r30,r29,0.7,0.3,0.025210084033613446,0.9747899159663865
245,r28,r29,0.0,1.0,0.031462585034013606,0.9685374149659864
246,r35,r29,0.037122969837587005,0.962877030162413,0.029456576942610464,0.9705434230573895
247,c2,r29,0.01944652206432311,0.9805534779356769,0.045155221072436504,0.9548447789275635
248,o1,r29,0.012704174228675136,0.9872958257713249,0.046224961479198766,0.9537750385208013
249,r29,r29,0.8513513513513513,0.14864864864864866,0.004729148753224419,0.9952708512467756
250,c4,r30,0.008916629514043692,0.9910833704859563,0.0,1.0
251,r29,r30,0.20270270270270271,0.7972972972972973,0.0021496130696474634,0.9978503869303526
252,r30,r30,0.9,0.1,0.0008403361344537816,0.9991596638655462
253,r27,r31,0.2895104895104895,0.7104895104895105,0.5816023738872403,0.41839762611275966
254,r33,r31,0.48515769944341375,0.5148423005565863,0.5022692889561271,0.4977307110438729
255,r32,r31,0.35128205128205126,0.6487179487179487,0.5223880597014925,0.47761194029850745
256,r31,r31,0.9865206402695872,0.013479359730412805,0.013190436933223413,0.9868095630667766
257,r33,r32,0.10760667903525047,0.8923933209647495,0.20726172465960666,0.7927382753403933
258,r31,r32,0.11794439764111204,0.8820556023588879,0.20610057708161583,0.7938994229183842
259,r26,r32,0.1746031746031746,0.8253968253968254,0.1606714628297362,0.8393285371702638
260,r27,r32,0.2699300699300699,0.73006993006993,0.1169139465875371,0.8830860534124629
261,r32,r32,0.7615384615384615,0.23846153846153847,0.04626865671641791,0.9537313432835821
262,r31,r33,0.43639427127211455,0.5636057287278854,0.46166529266281947,0.5383347073371806
263,r27,r33,0.4153846153846154,0.5846153846153846,0.4635014836795252,0.5364985163204747
264,r32,r33,0.2948717948717949,0.7051282051282052,0.4791044776119403,0.5208955223880597
265,r33,r33,0.9768089053803339,0.023191094619666047,0.018910741301059002,0.981089258698941
266,c4,r34,0.5158270173874275,0.48417298261257247,0.21656050955414013,0.7834394904458599
267,c2,r34,0.5400149588631264,0.4599850411368736,0.4412041392285983,0.5587958607714016
268,c1,r34,0.5613934894346088,0.4386065105653912,0.3204930662557781,0.6795069337442219
269,r34,r34,0.9798488664987406,0.020151133501259445,0.019851116625310174,0.9801488833746899
270,c4,r35,0.18947837717342844,0.8105216228265716,0.03821656050955414,0.9617834394904459
271,r29,r35,0.2702702702702703,0.7297297297297297,0.17669819432502148,0.8233018056749785
272,r28,r35,0.125,0.875,0.18069727891156462,0.8193027210884354
273,c2,r35,0.17427075542258788,0.8257292445774121,0.18626528692380057,0.8137347130761995
274,o1,r35,0.12704174228675136,0.8729582577132486,0.22419106317411402,0.775808936825886
275,r35,r35,0.8700696055684455,0.12993039443155452,0.028440832910106652,0.9715591670898933
276,c4,c1,0.7579135086937138,0.24208649130628623,0.3248407643312102,0.6751592356687898
277,r3,c1,0.7569316081330869,0.24306839186691312,0.7071320182094082,0.2928679817905918
278,r25,c1,0.7456242707117853,0.2543757292882147,0.7206740116655865,0.27932598833441347
279,r34,c1,0.8211586901763224,0.17884130982367757,0.6393713813068652,0.36062861869313484
280,r26,c1,0.819047619047619,0.18095238095238095,0.7160671462829736,0.28393285371702637
281,r22,c1,0.7072368421052632,0.29276315789473684,0.732824427480916,0.26717557251908397
282,r7,c1,0.7799352750809061,0.22006472491909385,0.5586080586080586,0.4413919413919414
283,c2,c1,0.7943156320119671,0.2056843679880329,0.6481655691439323,0.35183443085606775
284,c1,c1,0.9577384351798972,0.0422615648201028,0.1140215716486903,0.8859784283513097
285,c4,c2,0.5818100757913509,0.41818992420864914,0.20382165605095542,0.7961783439490446
286,r25,c2,0.6137689614935823,0.3862310385064177,0.525599481529488,0.474400518470512
287,r29,c2,0.2972972972972973,0.7027027027027027,0.5653482373172829,0.4346517626827171
288,r34,c2,0.6045340050377834,0.3954659949622166,0.5103391232423491,0.48966087675765096
289,c1,c2,0.6059394631639063,0.39406053683609366,0.4252696456086287,0.5747303543913713
290,r35,c2,0.5220417633410673,0.4779582366589327,0.5647536820721178,0.43524631792788215
291,r7,c2,0.5614886731391586,0.43851132686084143,0.5421245421245421,0.45787545787545786
292,r28,c2,0.3541666666666667,0.6458333333333334,0.5612244897959183,0.4387755102040816
293,o1,c2,0.5626134301270418,0.43738656987295826,0.5523882896764253,0.4476117103235747
294,c2,c2,0.9042632759910246,0.09573672400897532,0.12041392285983067,0.8795860771401693
295,r17,c3,0.4229137199434229,0.5770862800565771,0.43236857649143534,0.5676314235085647
296,r11,c3,0.4353790613718412,0.5646209386281589,0.42167487684729066,0.5783251231527093
297,r9,c3,0.3682678311499272,0.6317321688500728,0.45417396380618796,0.545826036193812
298,c4,c3,0.45430227374052606,0.5456977262594739,0.07643312101910828,0.9235668789808917
299,r5,c3,0.5468277945619335,0.45317220543806647,0.4108264862252296,0.5891735137747705
300,r10,c3,0.42025316455696204,0.579746835443038,0.47294117647058825,0.5270588235294118
301,r18,c3,0.4775549188156638,0.5224450811843362,0.3924611973392461,0.6075388026607539
302,r19,c3,0.44242424242424244,0.5575757575757576,0.41388888888888886,0.5861111111111111
303,r21,c3,0.3864864864864865,0.6135135135135135,0.4374384236453202,0.5625615763546798
304,r6,c3,0.4746666666666667,0.5253333333333333,0.4212345679012346,0.5787654320987654
305,r20,c3,0.49865229110512127,0.5013477088948787,0.4169541646131099,0.5830458353868901
306,r15,c3,0.4281767955801105,0.5718232044198895,0.4317226890756303,0.5682773109243697
307,o1,c3,0.4319419237749546,0.5680580762250453,0.4275808936825886,0.5724191063174114
308,r16,c3,0.41981528127623846,0.5801847187237615,0.4392059553349876,0.5607940446650124
309,c3,c3,0.7555771096023278,0.24442289039767218,0.18407596785975164,0.8159240321402483
310,r30,c4,1.0,0.0,0.9340336134453782,0.06596638655462185
311,r29,c4,0.972972972972973,0.02702702702702703,0.9333619948409286,0.06663800515907137
312,r34,c4,0.9706129303106633,0.02938706968933669,0.8990901571546733,0.10090984284532671
313,r28,c4,1.0,0.0,0.9332482993197279,0.06675170068027211
314,r35,c4,0.988399071925754,0.01160092807424594,0.9228034535297105,0.07719654647028949
315,c1,c4,0.970873786407767,0.02912621359223301,0.8366718027734977,0.1633281972265023
316,c3,c4,0.9825412221144519,0.01745877788554801,0.8984660336011687,0.10153396639883126
317,c2,c4,0.9738219895287958,0.02617801047120419,0.8852304797742239,0.1147695202257761
318,o1,c4,0.9791288566243194,0.020871143375680582,0.8967642526964561,0.10323574730354391
319,c4,c4,0.9933125278644672,0.006687472135532769,0.09554140127388536,0.9044585987261147
320,r17,o1,0.4639321074964639,0.536067892503536,0.45717660956881273,0.5428233904311872
